starttime	seconds	ctime	dtime	ttime	wait
Sat Jul 18 13:44:20 2020	1595069060	0	13525	13525	13525
Sat Jul 18 13:44:21 2020	1595069061	0	13525	13525	13525
Sat Jul 18 13:44:21 2020	1595069061	0	13526	13526	13525
Sat Jul 18 13:44:21 2020	1595069061	0	13527	13527	13527
Sat Jul 18 13:44:21 2020	1595069061	0	13528	13528	13528
Sat Jul 18 13:44:21 2020	1595069061	0	13530	13530	13530
Sat Jul 18 13:44:21 2020	1595069061	0	13530	13530	13528
Sat Jul 18 13:44:34 2020	1595069074	0	13531	13531	13531
Sat Jul 18 13:44:21 2020	1595069061	0	13532	13532	13531
Sat Jul 18 13:44:20 2020	1595069060	0	13533	13533	13533
Sat Jul 18 13:44:21 2020	1595069061	0	13533	13533	13533
Sat Jul 18 13:44:21 2020	1595069061	0	13533	13533	13533
Sat Jul 18 13:44:21 2020	1595069061	0	13534	13534	13534
Sat Jul 18 13:44:02 2020	1595069042	20	13517	13537	13517
Sat Jul 18 13:44:20 2020	1595069060	0	13539	13539	13539
Sat Jul 18 13:44:20 2020	1595069060	0	13540	13540	13539
Sat Jul 18 13:44:21 2020	1595069061	0	13540	13540	13535
Sat Jul 18 13:44:21 2020	1595069061	0	13540	13540	13540
Sat Jul 18 13:44:20 2020	1595069060	0	13541	13541	13540
Sat Jul 18 13:44:20 2020	1595069060	0	13541	13541	13540
Sat Jul 18 13:44:21 2020	1595069061	0	13541	13541	13539
Sat Jul 18 13:44:20 2020	1595069060	0	13541	13541	13541
Sat Jul 18 13:44:21 2020	1595069061	0	13542	13542	13542
Sat Jul 18 13:44:21 2020	1595069061	0	13547	13547	13546
Sat Jul 18 13:44:21 2020	1595069061	0	13548	13548	13547
Sat Jul 18 13:44:20 2020	1595069060	0	13548	13548	13548
Sat Jul 18 13:44:20 2020	1595069060	0	13548	13548	13548
Sat Jul 18 13:44:20 2020	1595069060	0	13548	13548	13548
Sat Jul 18 13:44:20 2020	1595069060	0	13550	13550	13550
Sat Jul 18 13:44:20 2020	1595069060	0	13550	13550	13545
Sat Jul 18 13:44:02 2020	1595069042	20	13530	13550	13530
Sat Jul 18 13:44:20 2020	1595069060	0	13552	13552	13551
Sat Jul 18 13:44:20 2020	1595069060	0	13552	13552	13551
Sat Jul 18 13:44:20 2020	1595069060	0	13553	13553	13552
Sat Jul 18 13:44:20 2020	1595069060	0	13554	13554	13554
Sat Jul 18 13:44:21 2020	1595069061	0	13558	13558	13558
Sat Jul 18 13:44:21 2020	1595069061	0	13559	13559	13559
