starttime	seconds	ctime	dtime	ttime	wait
Sat Jul 18 13:58:59 2020	1595069939	0	33	34	14
Sat Jul 18 13:58:59 2020	1595069939	11	44	55	44
Sat Jul 18 13:58:59 2020	1595069939	10	57	68	57
Sat Jul 18 13:58:59 2020	1595069939	10	60	70	57
Sat Jul 18 13:58:59 2020	1595069939	10	65	75	65
Sat Jul 18 13:58:59 2020	1595069939	11	69	80	69
Sat Jul 18 13:58:59 2020	1595069939	11	99	111	98
Sat Jul 18 13:58:59 2020	1595069939	12	101	112	98
Sat Jul 18 13:58:59 2020	1595069939	12	135	146	134
Sat Jul 18 13:58:59 2020	1595069939	12	138	149	137
Sat Jul 18 13:58:59 2020	1595069939	12	144	156	143
Sat Jul 18 13:58:59 2020	1595069939	11	154	166	154
Sat Jul 18 13:58:59 2020	1595069939	12	175	187	175
Sat Jul 18 13:58:59 2020	1595069939	13	191	204	188
Sat Jul 18 13:58:59 2020	1595069939	12	197	210	195
Sat Jul 18 13:58:59 2020	1595069939	13	202	216	202
Sat Jul 18 13:58:59 2020	1595069939	13	225	238	223
Sat Jul 18 13:58:59 2020	1595069939	13	231	245	231
Sat Jul 18 13:58:59 2020	1595069939	14	241	255	241
Sat Jul 18 13:58:59 2020	1595069939	14	269	284	269
Sat Jul 18 13:58:59 2020	1595069939	14	274	288	273
Sat Jul 18 13:58:59 2020	1595069939	14	279	293	279
Sat Jul 18 13:58:59 2020	1595069939	14	281	295	281
Sat Jul 18 13:58:59 2020	1595069939	14	296	310	296
Sat Jul 18 13:58:59 2020	1595069939	15	319	333	318
Sat Jul 18 13:58:59 2020	1595069939	15	341	356	341
Sat Jul 18 13:58:59 2020	1595069939	15	346	361	346
Sat Jul 18 13:58:59 2020	1595069939	15	349	364	349
Sat Jul 18 13:58:59 2020	1595069939	15	352	367	352
Sat Jul 18 13:58:59 2020	1595069939	16	380	395	379
Sat Jul 18 13:58:59 2020	1595069939	15	381	397	381
Sat Jul 18 13:58:59 2020	1595069939	16	399	415	398
Sat Jul 18 13:58:59 2020	1595069939	16	403	420	403
Sat Jul 18 13:58:59 2020	1595069939	16	422	439	422
Sat Jul 18 13:58:59 2020	1595069939	16	443	460	443
Sat Jul 18 13:58:59 2020	1595069939	16	463	479	446
Sat Jul 18 13:58:59 2020	1595069939	17	469	485	469
Sat Jul 18 13:58:59 2020	1595069939	18	490	507	489
Sat Jul 18 13:58:59 2020	1595069939	17	496	513	492
Sat Jul 18 13:58:59 2020	1595069939	17	502	520	502
Sat Jul 18 13:58:59 2020	1595069939	18	519	538	519
Sat Jul 18 13:58:59 2020	1595069939	18	525	543	525
Sat Jul 18 13:58:59 2020	1595069939	18	554	572	553
Sat Jul 18 13:58:59 2020	1595069939	19	561	580	561
Sat Jul 18 13:58:59 2020	1595069939	18	565	584	565
Sat Jul 18 13:58:59 2020	1595069939	19	588	607	588
Sat Jul 18 13:58:59 2020	1595069939	19	594	613	594
Sat Jul 18 13:58:59 2020	1595069939	19	613	632	613
Sat Jul 18 13:58:59 2020	1595069939	19	626	645	626
Sat Jul 18 13:58:59 2020	1595069939	19	628	647	624
Sat Jul 18 13:58:59 2020	1595069939	19	634	653	634
Sat Jul 18 13:58:59 2020	1595069939	19	638	657	638
Sat Jul 18 13:58:59 2020	1595069939	20	671	691	663
Sat Jul 18 13:58:59 2020	1595069939	4	701	705	701
Sat Jul 18 13:58:59 2020	1595069939	20	696	716	696
Sat Jul 18 13:58:59 2020	1595069939	20	710	729	710
Sat Jul 18 13:58:59 2020	1595069939	20	729	749	729
Sat Jul 18 13:58:59 2020	1595069939	5	745	750	744
Sat Jul 18 13:58:59 2020	1595069939	5	754	758	753
Sat Jul 18 13:58:59 2020	1595069939	5	763	768	761
Sat Jul 18 13:58:59 2020	1595069939	5	778	782	778
Sat Jul 18 13:58:59 2020	1595069939	5	837	842	837
Sat Jul 18 13:58:59 2020	1595069939	5	879	884	878
Sat Jul 18 13:58:59 2020	1595069939	5	892	896	892
Sat Jul 18 13:58:59 2020	1595069939	5	893	898	892
Sat Jul 18 13:58:59 2020	1595069939	5	911	916	911
Sat Jul 18 13:58:59 2020	1595069939	6	921	926	921
Sat Jul 18 13:58:59 2020	1595069939	6	933	940	931
Sat Jul 18 13:58:59 2020	1595069939	6	937	943	936
Sat Jul 18 13:58:59 2020	1595069939	6	941	947	941
Sat Jul 18 13:58:59 2020	1595069939	7	961	967	960
Sat Jul 18 13:58:59 2020	1595069939	7	983	990	983
Sat Jul 18 13:58:59 2020	1595069939	7	998	1006	998
Sat Jul 18 13:58:59 2020	1595069939	7	1007	1014	1004
Sat Jul 18 13:58:59 2020	1595069939	8	1009	1016	1008
Sat Jul 18 13:58:59 2020	1595069939	8	1014	1022	1012
Sat Jul 18 13:58:59 2020	1595069939	9	1043	1052	1043
Sat Jul 18 13:58:59 2020	1595069939	8	1053	1061	1052
Sat Jul 18 13:58:59 2020	1595069939	8	1073	1081	1070
Sat Jul 18 13:58:59 2020	1595069939	9	1073	1081	1072
Sat Jul 18 13:58:59 2020	1595069939	10	1096	1106	1096
Sat Jul 18 13:58:59 2020	1595069939	10	1099	1109	1098
Sat Jul 18 13:58:59 2020	1595069939	9	1113	1122	1108
Sat Jul 18 13:58:59 2020	1595069939	9	1114	1123	1114
Sat Jul 18 13:59:01 2020	1595069941	0	1129	1129	1128
Sat Jul 18 13:59:01 2020	1595069941	0	1140	1140	1140
Sat Jul 18 13:59:01 2020	1595069941	0	1148	1148	1147
Sat Jul 18 13:58:59 2020	1595069939	10	1140	1150	1139
Sat Jul 18 13:59:00 2020	1595069940	0	1150	1150	1150
Sat Jul 18 13:59:00 2020	1595069940	0	1151	1151	1151
Sat Jul 18 13:59:01 2020	1595069941	0	1152	1152	1152
Sat Jul 18 13:59:00 2020	1595069940	0	1156	1157	1156
Sat Jul 18 14:00:48 2020	1595070048	0	1158	1158	1158
Sat Jul 18 13:59:01 2020	1595069941	0	1160	1160	1160
Sat Jul 18 13:59:00 2020	1595069940	0	1161	1161	1160
Sat Jul 18 14:00:48 2020	1595070048	0	1161	1161	1160
Sat Jul 18 13:59:00 2020	1595069940	0	1162	1162	1159
Sat Jul 18 13:58:59 2020	1595069939	10	1153	1163	1152
Sat Jul 18 14:00:44 2020	1595070044	0	1163	1163	1163
Sat Jul 18 14:00:48 2020	1595070048	0	1164	1164	1164
Sat Jul 18 13:59:00 2020	1595069940	0	1164	1164	1164
Sat Jul 18 13:59:00 2020	1595069940	0	1165	1165	1164
Sat Jul 18 14:00:45 2020	1595070045	0	1165	1165	1164
Sat Jul 18 14:00:34 2020	1595070034	0	1165	1165	1165
Sat Jul 18 14:00:25 2020	1595070025	0	1166	1166	1166
Sat Jul 18 13:59:01 2020	1595069941	0	1167	1167	1164
Sat Jul 18 14:00:34 2020	1595070034	0	1168	1168	1167
Sat Jul 18 13:59:01 2020	1595069941	0	1168	1168	1168
Sat Jul 18 14:00:48 2020	1595070048	0	1168	1168	1168
Sat Jul 18 14:00:44 2020	1595070044	0	1168	1168	1168
Sat Jul 18 13:59:20 2020	1595069960	0	1169	1169	1168
Sat Jul 18 13:59:01 2020	1595069941	0	1170	1170	1168
Sat Jul 18 13:59:20 2020	1595069960	0	1170	1170	1169
Sat Jul 18 13:59:01 2020	1595069941	0	1170	1170	1170
Sat Jul 18 13:59:00 2020	1595069940	0	1170	1170	1170
Sat Jul 18 13:59:01 2020	1595069941	0	1171	1171	1171
Sat Jul 18 13:59:20 2020	1595069960	0	1171	1171	1171
Sat Jul 18 13:59:01 2020	1595069941	0	1171	1171	1171
Sat Jul 18 14:00:54 2020	1595070054	0	1171	1171	1171
Sat Jul 18 14:00:15 2020	1595070015	0	1171	1171	1171
Sat Jul 18 13:59:01 2020	1595069941	0	1171	1171	1171
Sat Jul 18 14:00:55 2020	1595070055	0	1172	1172	1171
Sat Jul 18 13:59:01 2020	1595069941	0	1172	1172	1172
Sat Jul 18 14:00:48 2020	1595070048	0	1172	1172	1172
Sat Jul 18 13:59:01 2020	1595069941	0	1172	1172	1172
Sat Jul 18 13:59:01 2020	1595069941	0	1173	1173	1173
Sat Jul 18 13:59:01 2020	1595069941	0	1173	1173	1173
Sat Jul 18 13:59:29 2020	1595069969	0	1173	1174	1173
Sat Jul 18 13:59:01 2020	1595069941	0	1174	1174	1174
Sat Jul 18 14:00:48 2020	1595070048	0	1174	1174	1174
Sat Jul 18 14:00:55 2020	1595070055	0	1174	1174	1174
Sat Jul 18 14:00:55 2020	1595070055	0	1175	1175	1174
Sat Jul 18 14:00:45 2020	1595070045	0	1175	1175	1174
Sat Jul 18 14:00:48 2020	1595070048	0	1175	1175	1175
Sat Jul 18 13:59:24 2020	1595069964	0	1175	1175	1175
Sat Jul 18 14:01:02 2020	1595070062	0	1175	1175	1174
Sat Jul 18 14:00:22 2020	1595070022	0	1175	1175	1173
Sat Jul 18 13:59:25 2020	1595069965	0	1175	1175	1175
Sat Jul 18 14:00:25 2020	1595070025	0	1176	1176	1175
Sat Jul 18 13:59:01 2020	1595069941	0	1176	1176	1175
Sat Jul 18 14:00:40 2020	1595070040	0	1176	1176	1176
Sat Jul 18 13:59:27 2020	1595069967	0	1176	1176	1176
Sat Jul 18 13:59:20 2020	1595069960	0	1176	1177	1176
Sat Jul 18 13:59:20 2020	1595069960	0	1177	1177	1176
Sat Jul 18 13:59:00 2020	1595069940	0	1177	1177	1176
Sat Jul 18 14:01:03 2020	1595070063	0	1177	1177	1177
Sat Jul 18 14:00:51 2020	1595070051	0	1177	1177	1177
Sat Jul 18 14:00:32 2020	1595070032	0	1177	1177	1177
Sat Jul 18 13:59:12 2020	1595069952	0	1177	1177	1176
Sat Jul 18 13:59:01 2020	1595069941	0	1177	1177	1177
Sat Jul 18 13:59:01 2020	1595069941	0	1178	1178	1177
Sat Jul 18 14:00:47 2020	1595070047	0	1178	1178	1178
Sat Jul 18 14:00:44 2020	1595070044	0	1178	1178	1178
Sat Jul 18 14:00:55 2020	1595070055	0	1178	1178	1178
Sat Jul 18 13:59:33 2020	1595069973	0	1178	1178	1178
Sat Jul 18 13:59:20 2020	1595069960	0	1178	1178	1175
Sat Jul 18 13:59:01 2020	1595069941	0	1179	1179	1178
Sat Jul 18 13:59:01 2020	1595069941	0	1179	1179	1178
Sat Jul 18 14:00:34 2020	1595070034	0	1179	1179	1178
Sat Jul 18 14:00:47 2020	1595070047	0	1179	1179	1179
Sat Jul 18 14:00:24 2020	1595070024	0	1179	1179	1177
Sat Jul 18 13:59:24 2020	1595069964	0	1179	1179	1179
Sat Jul 18 13:58:59 2020	1595069939	11	1169	1179	1166
Sat Jul 18 13:58:59 2020	1595069939	11	1168	1179	1168
Sat Jul 18 13:59:20 2020	1595069960	0	1180	1180	1179
Sat Jul 18 14:00:30 2020	1595070030	0	1180	1180	1180
Sat Jul 18 14:00:19 2020	1595070019	0	1180	1180	1179
Sat Jul 18 14:00:30 2020	1595070030	0	1180	1180	1180
Sat Jul 18 14:00:54 2020	1595070054	0	1180	1180	1180
Sat Jul 18 13:59:00 2020	1595069940	0	1180	1180	1179
Sat Jul 18 14:00:34 2020	1595070034	0	1180	1180	1180
Sat Jul 18 13:59:25 2020	1595069965	0	1180	1180	1180
Sat Jul 18 14:01:02 2020	1595070062	0	1180	1180	1180
Sat Jul 18 13:59:33 2020	1595069973	0	1180	1181	1180
Sat Jul 18 14:00:45 2020	1595070045	0	1181	1181	1179
Sat Jul 18 14:00:34 2020	1595070034	0	1181	1181	1180
Sat Jul 18 13:59:01 2020	1595069941	0	1181	1181	1181
Sat Jul 18 13:59:32 2020	1595069972	0	1181	1181	1181
Sat Jul 18 14:00:55 2020	1595070055	0	1181	1181	1179
Sat Jul 18 14:00:25 2020	1595070025	0	1181	1181	1181
Sat Jul 18 14:00:48 2020	1595070048	0	1181	1181	1181
Sat Jul 18 13:59:01 2020	1595069941	0	1181	1181	1181
Sat Jul 18 14:00:51 2020	1595070051	0	1181	1181	1181
Sat Jul 18 14:00:30 2020	1595070030	0	1181	1181	1175
Sat Jul 18 13:59:29 2020	1595069969	0	1181	1182	1181
Sat Jul 18 14:00:54 2020	1595070054	0	1181	1182	1181
Sat Jul 18 14:00:55 2020	1595070055	0	1182	1182	1181
Sat Jul 18 13:59:33 2020	1595069973	0	1182	1182	1180
Sat Jul 18 14:00:32 2020	1595070032	0	1182	1182	1181
Sat Jul 18 14:00:21 2020	1595070021	0	1182	1182	1181
Sat Jul 18 14:00:32 2020	1595070032	0	1182	1182	1181
Sat Jul 18 14:00:34 2020	1595070034	0	1182	1182	1181
Sat Jul 18 13:59:12 2020	1595069952	0	1182	1182	1182
Sat Jul 18 14:00:47 2020	1595070047	0	1182	1182	1182
Sat Jul 18 14:00:55 2020	1595070055	0	1182	1182	1182
Sat Jul 18 14:00:45 2020	1595070045	0	1182	1182	1182
Sat Jul 18 14:00:49 2020	1595070049	0	1182	1182	1182
Sat Jul 18 14:00:34 2020	1595070034	0	1183	1183	1182
Sat Jul 18 14:00:14 2020	1595070014	0	1183	1183	1182
Sat Jul 18 14:00:45 2020	1595070045	0	1183	1183	1182
Sat Jul 18 14:01:02 2020	1595070062	0	1183	1183	1182
Sat Jul 18 14:00:45 2020	1595070045	0	1183	1183	1183
Sat Jul 18 13:59:29 2020	1595069969	0	1183	1183	1183
Sat Jul 18 14:01:02 2020	1595070062	0	1183	1183	1183
Sat Jul 18 14:00:55 2020	1595070055	0	1183	1183	1183
Sat Jul 18 14:00:44 2020	1595070044	0	1183	1183	1183
Sat Jul 18 14:00:02 2020	1595070002	0	1183	1183	1183
Sat Jul 18 14:00:18 2020	1595070018	0	1183	1183	1183
Sat Jul 18 14:00:44 2020	1595070044	0	1183	1183	1183
Sat Jul 18 14:00:45 2020	1595070045	0	1183	1183	1183
Sat Jul 18 13:59:01 2020	1595069941	0	1183	1184	1183
Sat Jul 18 14:00:47 2020	1595070047	0	1184	1184	1184
Sat Jul 18 14:00:30 2020	1595070030	0	1184	1184	1184
Sat Jul 18 14:00:26 2020	1595070026	0	1184	1184	1184
Sat Jul 18 14:00:55 2020	1595070055	0	1184	1184	1184
Sat Jul 18 13:59:00 2020	1595069940	0	1184	1184	1184
Sat Jul 18 13:59:01 2020	1595069941	0	1184	1185	1184
Sat Jul 18 13:59:28 2020	1595069968	0	1184	1185	1184
Sat Jul 18 14:00:33 2020	1595070033	0	1185	1185	1184
Sat Jul 18 14:00:48 2020	1595070048	0	1185	1185	1184
Sat Jul 18 14:00:25 2020	1595070025	0	1185	1185	1185
Sat Jul 18 13:59:27 2020	1595069967	0	1185	1185	1185
Sat Jul 18 14:00:18 2020	1595070018	0	1185	1185	1185
Sat Jul 18 14:00:54 2020	1595070054	0	1185	1185	1185
Sat Jul 18 13:59:27 2020	1595069967	0	1185	1185	1185
Sat Jul 18 13:58:59 2020	1595069939	11	1174	1185	1174
Sat Jul 18 13:59:20 2020	1595069960	0	1185	1185	1185
Sat Jul 18 14:00:45 2020	1595070045	0	1185	1185	1185
Sat Jul 18 13:59:00 2020	1595069940	0	1185	1185	1185
Sat Jul 18 14:00:47 2020	1595070047	0	1185	1185	1183
Sat Jul 18 14:00:18 2020	1595070018	0	1185	1185	1185
Sat Jul 18 14:00:27 2020	1595070027	0	1185	1185	1185
Sat Jul 18 14:00:49 2020	1595070049	0	1185	1186	1185
Sat Jul 18 14:00:55 2020	1595070055	0	1186	1186	1185
Sat Jul 18 14:00:19 2020	1595070019	0	1186	1186	1185
Sat Jul 18 14:00:45 2020	1595070045	0	1186	1186	1185
Sat Jul 18 14:01:02 2020	1595070062	0	1186	1186	1181
Sat Jul 18 14:00:21 2020	1595070021	0	1186	1186	1185
Sat Jul 18 14:01:04 2020	1595070064	0	1186	1186	1185
Sat Jul 18 13:59:01 2020	1595069941	0	1186	1186	1186
Sat Jul 18 14:00:34 2020	1595070034	0	1186	1186	1185
Sat Jul 18 14:00:48 2020	1595070048	0	1186	1186	1186
Sat Jul 18 13:59:00 2020	1595069940	0	1186	1186	1186
Sat Jul 18 14:00:18 2020	1595070018	0	1186	1186	1186
Sat Jul 18 14:00:18 2020	1595070018	0	1186	1186	1186
Sat Jul 18 14:00:30 2020	1595070030	0	1186	1187	1186
Sat Jul 18 14:00:33 2020	1595070033	0	1186	1187	1186
Sat Jul 18 13:59:00 2020	1595069940	0	1186	1187	1186
Sat Jul 18 13:59:01 2020	1595069941	0	1186	1187	1186
Sat Jul 18 14:01:02 2020	1595070062	0	1187	1187	1186
Sat Jul 18 14:00:47 2020	1595070047	0	1187	1187	1186
Sat Jul 18 14:00:45 2020	1595070045	0	1187	1187	1186
Sat Jul 18 13:59:01 2020	1595069941	0	1187	1187	1186
Sat Jul 18 14:00:09 2020	1595070009	0	1187	1187	1185
Sat Jul 18 14:00:44 2020	1595070044	0	1187	1187	1184
Sat Jul 18 13:59:01 2020	1595069941	0	1187	1187	1187
Sat Jul 18 14:00:34 2020	1595070034	0	1187	1187	1187
Sat Jul 18 14:00:54 2020	1595070054	0	1187	1187	1187
Sat Jul 18 14:00:34 2020	1595070034	0	1187	1187	1181
Sat Jul 18 13:59:29 2020	1595069969	0	1187	1187	1187
Sat Jul 18 13:58:59 2020	1595069939	11	1176	1187	1176
Sat Jul 18 14:00:27 2020	1595070027	0	1187	1187	1187
Sat Jul 18 13:59:27 2020	1595069967	0	1187	1187	1187
Sat Jul 18 14:00:32 2020	1595070032	0	1187	1187	1187
Sat Jul 18 14:00:10 2020	1595070010	0	1187	1188	1187
Sat Jul 18 14:01:04 2020	1595070064	0	1187	1188	1187
Sat Jul 18 14:00:25 2020	1595070025	0	1188	1188	1187
Sat Jul 18 14:00:34 2020	1595070034	0	1188	1188	1187
Sat Jul 18 14:00:40 2020	1595070040	0	1188	1188	1188
Sat Jul 18 13:59:01 2020	1595069941	0	1188	1188	1187
Sat Jul 18 13:59:00 2020	1595069940	0	1188	1188	1187
Sat Jul 18 13:59:47 2020	1595069987	0	1188	1188	1187
Sat Jul 18 13:59:20 2020	1595069960	0	1188	1188	1187
Sat Jul 18 14:00:48 2020	1595070048	0	1188	1188	1188
Sat Jul 18 14:00:19 2020	1595070019	0	1188	1188	1188
Sat Jul 18 13:59:20 2020	1595069960	0	1188	1188	1188
Sat Jul 18 14:00:19 2020	1595070019	0	1188	1188	1188
Sat Jul 18 13:59:01 2020	1595069941	0	1188	1188	1188
Sat Jul 18 14:00:38 2020	1595070038	0	1188	1188	1188
Sat Jul 18 13:59:33 2020	1595069973	0	1188	1188	1188
Sat Jul 18 14:00:57 2020	1595070057	0	1188	1188	1188
Sat Jul 18 13:59:12 2020	1595069952	0	1188	1188	1188
Sat Jul 18 14:00:21 2020	1595070021	0	1188	1188	1188
Sat Jul 18 14:00:34 2020	1595070034	0	1188	1188	1188
Sat Jul 18 14:00:48 2020	1595070048	0	1188	1188	1188
Sat Jul 18 14:00:44 2020	1595070044	0	1188	1188	1187
Sat Jul 18 13:59:20 2020	1595069960	0	1189	1189	1187
Sat Jul 18 14:00:39 2020	1595070039	0	1189	1189	1188
Sat Jul 18 14:00:34 2020	1595070034	0	1189	1189	1188
Sat Jul 18 13:59:33 2020	1595069973	0	1189	1189	1189
Sat Jul 18 14:00:06 2020	1595070006	0	1189	1189	1188
Sat Jul 18 13:59:37 2020	1595069977	0	1189	1189	1189
Sat Jul 18 13:59:28 2020	1595069968	0	1189	1189	1189
Sat Jul 18 13:59:01 2020	1595069941	0	1189	1189	1189
Sat Jul 18 14:00:26 2020	1595070026	0	1189	1189	1189
Sat Jul 18 13:59:20 2020	1595069960	0	1189	1189	1189
Sat Jul 18 14:01:03 2020	1595070063	0	1189	1189	1189
Sat Jul 18 14:01:02 2020	1595070062	0	1189	1189	1189
Sat Jul 18 14:00:38 2020	1595070038	0	1189	1189	1189
Sat Jul 18 14:00:02 2020	1595070002	0	1189	1189	1189
Sat Jul 18 13:59:28 2020	1595069968	0	1189	1189	1189
Sat Jul 18 14:00:45 2020	1595070045	0	1189	1189	1189
Sat Jul 18 14:00:55 2020	1595070055	0	1189	1190	1189
Sat Jul 18 14:00:18 2020	1595070018	0	1190	1190	1189
Sat Jul 18 14:00:10 2020	1595070010	0	1190	1190	1189
Sat Jul 18 13:59:00 2020	1595069940	0	1190	1190	1189
Sat Jul 18 14:00:55 2020	1595070055	0	1190	1190	1190
Sat Jul 18 14:00:19 2020	1595070019	0	1190	1190	1190
Sat Jul 18 14:00:26 2020	1595070026	0	1190	1190	1190
Sat Jul 18 14:00:32 2020	1595070032	0	1190	1190	1190
Sat Jul 18 14:00:15 2020	1595070015	0	1190	1190	1189
Sat Jul 18 13:59:02 2020	1595069942	0	1190	1190	1190
Sat Jul 18 14:00:15 2020	1595070015	0	1190	1190	1190
Sat Jul 18 14:00:48 2020	1595070048	0	1190	1190	1190
Sat Jul 18 14:00:55 2020	1595070055	0	1190	1191	1190
Sat Jul 18 14:00:44 2020	1595070044	0	1191	1191	1190
Sat Jul 18 14:00:34 2020	1595070034	0	1191	1191	1190
Sat Jul 18 14:00:22 2020	1595070022	0	1191	1191	1190
Sat Jul 18 14:00:34 2020	1595070034	0	1191	1191	1190
Sat Jul 18 14:00:55 2020	1595070055	0	1191	1191	1188
Sat Jul 18 14:00:44 2020	1595070044	0	1191	1191	1191
Sat Jul 18 13:59:24 2020	1595069964	0	1191	1191	1191
Sat Jul 18 14:00:24 2020	1595070024	0	1191	1191	1191
Sat Jul 18 13:59:33 2020	1595069973	0	1191	1191	1191
Sat Jul 18 14:00:40 2020	1595070040	0	1191	1191	1191
Sat Jul 18 14:00:26 2020	1595070026	0	1191	1191	1191
Sat Jul 18 13:59:20 2020	1595069960	0	1191	1191	1191
Sat Jul 18 14:00:18 2020	1595070018	0	1191	1191	1190
Sat Jul 18 14:00:40 2020	1595070040	0	1191	1191	1191
Sat Jul 18 14:00:17 2020	1595070017	0	1191	1191	1191
Sat Jul 18 13:59:01 2020	1595069941	0	1191	1191	1191
Sat Jul 18 13:59:24 2020	1595069964	0	1191	1191	1189
Sat Jul 18 14:00:48 2020	1595070048	0	1191	1191	1183
Sat Jul 18 14:00:26 2020	1595070026	0	1191	1191	1191
Sat Jul 18 14:00:47 2020	1595070047	0	1191	1191	1191
Sat Jul 18 13:59:28 2020	1595069968	0	1191	1192	1191
Sat Jul 18 14:00:55 2020	1595070055	0	1192	1192	1191
Sat Jul 18 14:01:03 2020	1595070063	0	1192	1192	1191
Sat Jul 18 14:00:33 2020	1595070033	0	1192	1192	1191
Sat Jul 18 13:59:12 2020	1595069952	0	1192	1192	1191
Sat Jul 18 14:00:40 2020	1595070040	0	1192	1192	1191
Sat Jul 18 13:59:01 2020	1595069941	0	1192	1192	1191
Sat Jul 18 13:59:44 2020	1595069984	0	1192	1192	1191
Sat Jul 18 14:00:22 2020	1595070022	0	1192	1192	1191
Sat Jul 18 13:59:01 2020	1595069941	0	1192	1192	1191
Sat Jul 18 14:00:10 2020	1595070010	0	1192	1192	1192
Sat Jul 18 14:00:48 2020	1595070048	0	1192	1192	1192
Sat Jul 18 14:00:44 2020	1595070044	0	1192	1192	1192
Sat Jul 18 14:00:45 2020	1595070045	0	1192	1192	1192
Sat Jul 18 14:00:57 2020	1595070057	0	1192	1192	1192
Sat Jul 18 13:59:46 2020	1595069986	0	1192	1192	1192
Sat Jul 18 14:00:25 2020	1595070025	0	1192	1192	1192
Sat Jul 18 14:00:07 2020	1595070007	0	1192	1192	1192
Sat Jul 18 14:00:48 2020	1595070048	0	1192	1192	1192
Sat Jul 18 14:00:56 2020	1595070056	0	1192	1192	1192
Sat Jul 18 13:59:20 2020	1595069960	0	1192	1192	1192
Sat Jul 18 14:01:03 2020	1595070063	0	1192	1192	1192
Sat Jul 18 13:59:27 2020	1595069967	0	1192	1192	1192
Sat Jul 18 14:00:45 2020	1595070045	0	1192	1192	1192
Sat Jul 18 13:59:27 2020	1595069967	0	1192	1192	1192
Sat Jul 18 13:59:28 2020	1595069968	0	1192	1193	1192
Sat Jul 18 14:00:23 2020	1595070023	0	1192	1193	1192
Sat Jul 18 14:00:54 2020	1595070054	0	1193	1193	1192
Sat Jul 18 14:00:40 2020	1595070040	0	1193	1193	1192
Sat Jul 18 14:00:23 2020	1595070023	0	1193	1193	1193
Sat Jul 18 13:59:26 2020	1595069966	0	1193	1193	1193
Sat Jul 18 14:00:09 2020	1595070009	0	1193	1193	1193
Sat Jul 18 13:59:02 2020	1595069942	0	1193	1193	1193
Sat Jul 18 13:59:25 2020	1595069965	0	1193	1193	1193
Sat Jul 18 14:00:26 2020	1595070026	0	1193	1193	1193
Sat Jul 18 14:00:33 2020	1595070033	0	1193	1193	1193
Sat Jul 18 14:00:56 2020	1595070056	0	1193	1193	1193
Sat Jul 18 14:00:22 2020	1595070022	0	1193	1193	1192
Sat Jul 18 13:59:33 2020	1595069973	0	1193	1193	1193
Sat Jul 18 14:00:25 2020	1595070025	0	1193	1193	1193
Sat Jul 18 14:00:44 2020	1595070044	0	1193	1193	1193
Sat Jul 18 13:59:37 2020	1595069977	0	1193	1193	1193
Sat Jul 18 14:00:32 2020	1595070032	0	1193	1193	1193
Sat Jul 18 14:00:25 2020	1595070025	0	1193	1193	1193
Sat Jul 18 13:59:13 2020	1595069953	0	1193	1193	1193
Sat Jul 18 13:59:00 2020	1595069940	0	1193	1193	1191
Sat Jul 18 14:00:45 2020	1595070045	0	1193	1193	1193
Sat Jul 18 14:00:10 2020	1595070010	0	1193	1193	1191
Sat Jul 18 14:00:40 2020	1595070040	0	1193	1193	1193
Sat Jul 18 13:59:24 2020	1595069964	0	1193	1194	1193
Sat Jul 18 14:00:45 2020	1595070045	0	1194	1194	1193
Sat Jul 18 13:59:01 2020	1595069941	0	1194	1194	1193
Sat Jul 18 13:59:02 2020	1595069942	0	1194	1194	1193
Sat Jul 18 14:00:44 2020	1595070044	0	1194	1194	1193
Sat Jul 18 14:00:23 2020	1595070023	0	1194	1194	1188
Sat Jul 18 13:59:12 2020	1595069952	0	1194	1194	1193
Sat Jul 18 14:00:25 2020	1595070025	0	1194	1194	1191
Sat Jul 18 13:59:20 2020	1595069960	0	1194	1194	1194
Sat Jul 18 14:00:39 2020	1595070039	0	1194	1194	1193
Sat Jul 18 14:00:17 2020	1595070017	0	1194	1194	1193
Sat Jul 18 14:00:37 2020	1595070037	0	1194	1194	1193
Sat Jul 18 14:00:47 2020	1595070047	0	1194	1194	1194
Sat Jul 18 14:00:51 2020	1595070051	0	1194	1194	1193
Sat Jul 18 14:00:47 2020	1595070047	0	1194	1194	1191
Sat Jul 18 14:00:44 2020	1595070044	0	1194	1194	1194
Sat Jul 18 14:00:44 2020	1595070044	0	1194	1194	1194
Sat Jul 18 13:59:25 2020	1595069965	0	1194	1194	1194
Sat Jul 18 14:00:22 2020	1595070022	0	1194	1194	1194
Sat Jul 18 13:59:01 2020	1595069941	0	1194	1194	1188
Sat Jul 18 14:00:48 2020	1595070048	0	1194	1194	1194
Sat Jul 18 14:00:55 2020	1595070055	0	1194	1194	1194
Sat Jul 18 14:00:55 2020	1595070055	0	1194	1194	1194
Sat Jul 18 14:00:19 2020	1595070019	0	1194	1194	1194
Sat Jul 18 14:01:04 2020	1595070064	0	1194	1194	1194
Sat Jul 18 13:59:01 2020	1595069941	0	1194	1194	1194
Sat Jul 18 14:00:55 2020	1595070055	0	1194	1194	1194
Sat Jul 18 14:00:49 2020	1595070049	0	1194	1194	1194
Sat Jul 18 14:00:17 2020	1595070017	0	1194	1194	1194
Sat Jul 18 13:59:02 2020	1595069942	0	1194	1194	1194
Sat Jul 18 13:59:13 2020	1595069953	0	1194	1195	1194
Sat Jul 18 14:00:56 2020	1595070056	0	1195	1195	1194
Sat Jul 18 14:00:14 2020	1595070014	0	1195	1195	1193
